Date (DD-Mon-YY),Year ,Month ,Month Adjusted ,Site,Site Type,Net,Tag #,Fish Type,Fish Type code,TL,SL,Sex,Mass,Stomach,Gonads,Comments,Data inputter's comments,R Sample Name,R Sample Name (Hab)
22-11-12,2012,Nov,Nov,Buzima Far,1,20,,Hp,6,7.5,6.1,1,,,,,,2012-Nov-1-20,1-20
22-11-12,2012,Nov,Nov,Buzima Far,1,20,,Hp,6,7.7,6.3,2,,,,,,2012-Nov-1-20,1-20
22-11-12,2012,Nov,Nov,Buzima Far,1,20,,Hp,6,8,6.4,1,,,,,,2012-Nov-1-20,1-20
22-11-12,2012,Nov,Nov,Buzima Far,1,20,,Hp,6,7.8,6.2,1,,,,,,2012-Nov-1-20,1-20
22-11-12,2012,Nov,Nov,Buzima Far,1,20,,Hp,6,8.3,6.5,1,,,,,,2012-Nov-1-20,1-20
22-11-12,2012,Nov,Nov,Buzima Far,1,20,,Hp,6,7.8,6.3,1,,,,,,2012-Nov-1-20,1-20
22-11-12,2012,Nov,Nov,Buzima Far,1,20,,Hp,6,8.8,6.9,1,,,,,,2012-Nov-1-20,1-20
22-11-12,2012,Nov,Nov,Buzima Far,1,20,,Hp,6,8.8,7.2,1,,,,,,2012-Nov-1-20,1-20
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Beadlei,12,14.1,11.5,1,,,,Among floating debris masses,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Beadlei,12,14.5,11.7,1,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Beadlei,12,15,12,1,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Beadlei,12,14,11.5,2,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Hp,6,7.5,6,1,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,ON,10,13,10,,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Hp,6,8.7,7,2,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Hp,6,7.5,6.1,1,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Hp,6,8,6.5,2,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Hp,6,7.7,6.2,2,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Hp,6,8,6.5,1,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Hp,6,7.5,6,1,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Hp,6,7.8,6.2,2,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Hp,6,8.5,6,2,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Hp,6,8,6.4,2,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Hp,6,7.9,6.3,2,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Hp,6,7.5,6.1,1,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Hp,6,8.4,6.4,1,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Hp,6,7.5,6.1,2,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Hp,6,7.5,6,1,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Hp,6,7.7,6,2,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Hp,6,7.7,6.1,2,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Hp,6,8.2,6.7,2,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Hp,6,8,6.5,2,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Hp,6,8.1,6.5,2,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Hp,6,7.6,6,2,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Hp,6,8,6.5,1,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Hp,6,8.5,7,2,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Hp,6,8.2,6.6,2,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Hp,6,8.4,6.8,1,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Hp,6,8,6.5,1,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Hp,6,8,6.5,2,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Hp,6,8.5,6.9,1,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Hp,6,8.6,7.2,1,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Hp,6,8.1,6.5,1,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Hp,6,7.5,6,2,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Hp,6,7.2,6.2,1,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Hp,6,8.5,6.7,1,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Hp,6,8.5,6.7,1,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Hp,6,7.5,6,2,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Hp,6,8,6.4,2,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Hp,6,7.5,6.2,1,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Hp,6,7.6,6.1,1,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Hp,6,8,6.4,1,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Hp,6,7.5,6,2,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Hp,6,8,6.5,1,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Hp,6,8.5,6.7,2,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Hp,6,7.9,6.3,1,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Hp,6,8.3,6.8,2,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Hp,6,8,6.5,1,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Hp,6,8,6.5,2,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Hp,6,7.6,6.1,1,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Hp,6,8.1,6.5,1,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Hp,6,7.5,6,2,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Hp,6,8.5,7,1,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Hp,6,8.2,6.7,2,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Hp,6,8,6.5,2,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Hp,6,8.2,6.6,1,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Hp,6,8.5,7,1,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Hp,6,8.2,6.6,1,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Hp,6,7.6,6.1,1,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Hp,6,7.9,6.5,1,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Hp,6,8.2,6.6,2,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Hp,6,8.2,6.6,2,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Hp,6,7.3,5.9,1,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Hp,6,7.8,6.2,1,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Hp,6,7.9,6.4,1,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Hp,6,7.5,6.1,1,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Hp,6,7.4,6,1,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,,Hp,6,7.7,6.1,1,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,18,Nile Perch,7,9.5,8,0,9.58,0,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,19,Nile Perch,7,12,10,0,9.3,0,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,5,20,Nile Perch,7,9.5,7.8,0,9.99,1,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Near,2,20,,Hp,6,8,6.5,1,,,,,,2012-Nov-2-20,2-20
23-11-12,2012,Nov,Nov,Mukibwa Near,2,20,,Hp,6,8.1,6.5,1,,,,,,2012-Nov-2-20,2-20
23-11-12,2012,Nov,Nov,Mukibwa Near,2,20,,Hp,6,6.1,5.8,1,,,,,,2012-Nov-2-20,2-20
23-11-12,2012,Nov,Nov,Mukibwa Near,2,20,,Hp,6,7.4,6,1,,,,,,2012-Nov-2-20,2-20
23-11-12,2012,Nov,Nov,Mukibwa Near,2,20,,Hp,6,8.5,7,1,,,,,,2012-Nov-2-20,2-20
23-11-12,2012,Nov,Nov,Mukibwa Near,2,20,,Hp,6,7.6,6,1,,,,,,2012-Nov-2-20,2-20
23-11-12,2012,Nov,Nov,Mukibwa Near,2,20,,Hp,6,7.4,6,2,,,,,,2012-Nov-2-20,2-20
23-11-12,2012,Nov,Nov,Mukibwa Near,2,20,21,Nile Perch,7,11.3,9.5,0,16,1,,,,2012-Nov-2-20,2-20
23-11-12,2012,Nov,Nov,Mukibwa Near,2,100,23,Nile Perch,7,63,52,2,2800,0.5,3,,,2012-Nov-2-100,2-100
23-11-12,2012,Nov,Nov,Mukibwa Near,2,100,22,Nile Perch,7,20,16.5,1,79.51,0,1,,,2012-Nov-2-100,2-100
23-11-12,2012,Nov,Nov,Mukibwa Near,2,100,,Schilbe,14,23.2,18.5,,,,,,,2012-Nov-2-100,2-100
23-11-12,2012,Nov,Nov,Mukibwa Near,2,100,,Synodontis,13,16.5,13.2,,,,,,,2012-Nov-2-100,2-100
23-11-12,2012,Nov,Nov,Mukibwa Near,2,100,,ON,10,14,11,,,,,,,2012-Nov-2-100,2-100
23-11-12,2012,Nov,Nov,Mukibwa Far,2,5,24,Nile Perch,7,19.5,16,1,86.51,1,1,"GPS 20.353, 54.628",,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Far,2,5,25,Nile Perch,7,21,17,1,101.72,0,1,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Far,2,5,,ON,10,13.5,10.2,,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Far,2,5,,Hp,6,8,6.5,2,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Far,2,5,,Hp,6,8,6.5,1,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Far,2,5,,Hp,6,8.1,6.5,2,,,,Amoung debris masses ,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Far,2,5,,Hp,6,8,6.5,2,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Far,2,5,,Hp,6,7.6,6.2,2,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Far,2,5,,Hp,6,8,6.5,1,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Far,2,5,,Hp,6,8.7,7.1,1,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Far,2,5,,Hp,6,8.5,7,1,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Far,2,5,,Hp,6,7.7,6.3,2,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Far,2,5,,Hp,6,7.6,6,2,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Far,2,5,,Hp,6,7.3,6,2,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Far,2,5,,Hp,6,8,6.6,2,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Far,2,5,,Hp,6,8,6.5,1,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Far,2,5,,Hp,6,7.5,6,1,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Far,2,5,,Hp,6,7.6,6,2,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Far,2,5,,Hp,6,7.9,6.3,2,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Far,2,5,,Hp,6,7.9,6.3,1,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Far,2,5,,Hp,6,8.5,6.8,1,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Far,2,5,,Hp,6,7.8,6.4,1,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Far,2,5,,Hp,6,7.9,6.3,2,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Far,2,5,,Hp,6,8.2,6.7,1,,,,,,2012-Nov-2-5,2-5
23-11-12,2012,Nov,Nov,Mukibwa Far,2,20,,Hp,6,8,6.5,2,,,,,,2012-Nov-2-20,2-20
23-11-12,2012,Nov,Nov,Mukibwa Far,2,20,,Hp,6,8.1,6.2,1,,,,,,2012-Nov-2-20,2-20
23-11-12,2012,Nov,Nov,Mukibwa Far,2,20,26,Nile Perch,7,9.1,7.5,0,8.91,0,,,,2012-Nov-2-20,2-20
23-11-12,2012,Nov,Nov,Mukibwa Far,2,20,,Hp,6,7.4,6,2,,,,,,2012-Nov-2-20,2-20
23-11-12,2012,Nov,Nov,Mukibwa Far,2,20,,Hp,6,8.7,7,2,,,,,,2012-Nov-2-20,2-20
23-11-12,2012,Nov,Nov,Mukibwa Far,2,20,,Hp,6,8,6.5,2,,,,,,2012-Nov-2-20,2-20
23-11-12,2012,Nov,Nov,Mukibwa Far,2,20,,Hp,6,8.4,6.7,1,,,,,,2012-Nov-2-20,2-20
23-11-12,2012,Nov,Nov,Mukibwa Far,2,20,,Hp,6,7.7,6.2,1,,,,,,2012-Nov-2-20,2-20
23-11-12,2012,Nov,Nov,Mukibwa Far,2,20,,Hp,6,8,6.5,1,,,,,,2012-Nov-2-20,2-20
23-11-12,2012,Nov,Nov,Mukibwa Far,2,20,,Hp,6,8.1,6.3,1,,,,,,2012-Nov-2-20,2-20
23-11-12,2012,Nov,Nov,Mukibwa Far,2,20,,Hp,6,8.8,7,1,,,,,,2012-Nov-2-20,2-20
23-11-12,2012,Nov,Nov,Mukibwa Far,2,20,,Hp,6,8.3,6.3,1,,,,,,2012-Nov-2-20,2-20
23-11-12,2012,Nov,Nov,Mukibwa Far,2,20,,Hp,6,7.8,6.5,1,,,,,,2012-Nov-2-20,2-20
23-11-12,2012,Nov,Nov,Mukibwa Far,2,20,,Hp,6,8,6.4,1,,,,,,2012-Nov-2-20,2-20
23-11-12,2012,Nov,Nov,Mukibwa Far,2,20,,Hp,6,8.4,7,2,,,,,,2012-Nov-2-20,2-20
23-11-12,2012,Nov,Nov,Mukibwa Far,2,20,,Hp,6,8.7,6.4,1,,,,,,2012-Nov-2-20,2-20
23-11-12,2012,Nov,Nov,Mukibwa Far,2,20,,Hp,6,8,6.5,1,,,,,,2012-Nov-2-20,2-20
23-11-12,2012,Nov,Nov,Mukibwa Far,2,20,,Hp,6,8,6.5,2,,,,,,2012-Nov-2-20,2-20
23-11-12,2012,Nov,Nov,Mukibwa Far,2,20,,Hp,6,8.1,6.5,1,,,,,,2012-Nov-2-20,2-20
23-11-12,2012,Nov,Nov,Mukibwa Far,2,20,,Hp,6,7.6,6.1,1,,,,,,2012-Nov-2-20,2-20
23-11-12,2012,Nov,Nov,Mukibwa Far,2,20,,Hp,6,7.7,6.2,1,,,,,,2012-Nov-2-20,2-20
23-11-12,2012,Nov,Nov,Mukibwa Far,2,20,,Hp,6,7.7,6.1,2,,,,,,2012-Nov-2-20,2-20
23-11-12,2012,Nov,Nov,Mukibwa Far,2,20,,Hp,6,7.9,6.5,1,,,,,,2012-Nov-2-20,2-20
23-11-12,2012,Nov,Nov,Mukibwa Far,2,20,,Hp,6,8,6.3,1,,,,,,2012-Nov-2-20,2-20
23-11-12,2012,Nov,Nov,Mukibwa Far,2,20,,Hp,6,7.8,6.2,1,,,,,,2012-Nov-2-20,2-20
23-11-12,2012,Nov,Nov,Mukibwa Far,2,20,,Hp,6,7.8,6.2,2,,,,,,2012-Nov-2-20,2-20
23-11-12,2012,Nov,Nov,Mukibwa Far,2,20,,Hp,6,7.9,6.5,2,,,,,,2012-Nov-2-20,2-20
23-11-12,2012,Nov,Nov,Mukibwa Far,2,20,,Beadlei,12,14,11.4,2,,,,,,2012-Nov-2-20,2-20
23-11-12,2012,Nov,Nov,Mukibwa Far,2,20,27,Nile Perch,7,11,9,0,13.15,0,,,,2012-Nov-2-20,2-20
23-11-12,2012,Nov,Nov,Mukibwa Far,2,20,28,Nile Perch,7,19.5,16.5,1,74.49,0,1,,,2012-Nov-2-20,2-20
23-11-12,2012,Nov,Nov,Mukibwa Far,2,100,,,,,,,,,,Empty ,,2012-Nov-2-100,2-100
24-11-12,2012,Nov,Nov,Kawuwa,2,Mid ,,ON,10,7,5.9,,,,,,,2012-Nov-2-Mid ,2-Mid 
24-11-12,2012,Nov,Nov,Kawuwa,2,Mid ,,Hp,6,7.8,6.3,2,,,,,,2012-Nov-2-Mid ,2-Mid 
24-11-12,2012,Nov,Nov,Kawuwa,2,Mid ,,Hp,6,7.6,6,1,,,,,,2012-Nov-2-Mid ,2-Mid 
24-11-12,2012,Nov,Nov,Kawuwa,2,Mid ,29,Nile Perch,7,10,8.2,0,10.74,0,,,,2012-Nov-2-Mid ,2-Mid 
24-11-12,2012,Nov,Nov,Kawuwa,2,Mid ,,ON,10,12.4,10,,,,,,,2012-Nov-2-Mid ,2-Mid 
24-11-12,2012,Nov,Nov,Kawuwa,2,Mid ,30,Nile Perch,7,20.5,16.5,2,86.36,0,1,,,2012-Nov-2-Mid ,2-Mid 
24-11-12,2012,Nov,Nov,Kawuwa Near,2,5,,Hp,6,8,6.5,1,,,,,"don't understand comment, Kawuwa Near?",2012-Nov-2-5,2-5
24-11-12,2012,Nov,Nov,Kawuwa Near,2,5,,Hp,6,8,6.5,1,,,,,,2012-Nov-2-5,2-5
24-11-12,2012,Nov,Nov,Kawuwa Near,2,5,,Hp,6,8,6.5,1,,,,,,2012-Nov-2-5,2-5
24-11-12,2012,Nov,Nov,Kawuwa Near,2,5,,Hp,6,7.5,6,1,,,,,,2012-Nov-2-5,2-5
24-11-12,2012,Nov,Nov,Kawuwa Near,2,5,,Hp,6,8,6.5,1,,,,,,2012-Nov-2-5,2-5
24-11-12,2012,Nov,Nov,Kawuwa Near,2,5,,Hp,6,8,6.4,2,,,,,,2012-Nov-2-5,2-5
24-11-12,2012,Nov,Nov,Kawuwa Near,2,5,,Hp,6,7.8,6.3,1,,,,,,2012-Nov-2-5,2-5
24-11-12,2012,Nov,Nov,Kawuwa Near,2,5,,Hp,6,8.4,6.9,1,,,,,,2012-Nov-2-5,2-5
24-11-12,2012,Nov,Nov,Kawuwa Near,2,5,,Hp,6,8,6.5,2,,,,,,2012-Nov-2-5,2-5
24-11-12,2012,Nov,Nov,Kawuwa Near,2,5,,Hp,6,8,6.4,2,,,,,,2012-Nov-2-5,2-5
24-11-12,2012,Nov,Nov,Kawuwa Near,2,5,,Hp,6,8.1,6.5,1,,,,,,2012-Nov-2-5,2-5
24-11-12,2012,Nov,Nov,Kawuwa Near,2,5,,Hp,6,8.1,6.5,1,,,,,,2012-Nov-2-5,2-5
24-11-12,2012,Nov,Nov,Kawuwa Near,2,5,,Hp,6,7.6,6.2,1,,,,,,2012-Nov-2-5,2-5
24-11-12,2012,Nov,Nov,Kawuwa Near,2,5,,Hp,6,7,6.6,2,,,,,,2012-Nov-2-5,2-5
24-11-12,2012,Nov,Nov,Kawuwa Near,2,5,,Hp,6,7.8,6.3,2,,,,,,2012-Nov-2-5,2-5
24-11-12,2012,Nov,Nov,Kawuwa Near,2,5,,Hp,6,8.2,6.2,1,,,,,,2012-Nov-2-5,2-5
24-11-12,2012,Nov,Nov,Kawuwa Near,2,5,31,Nile Perch,7,9.7,8,0,9.28,0,,papyrus morphology ,,2012-Nov-2-5,2-5
24-11-12,2012,Nov,Nov,Kawuwa Near,2,5,,Hp,6,8,6.3,1,,,,,,2012-Nov-2-5,2-5
24-11-12,2012,Nov,Nov,Kawuwa Near,2,5,,Hp,6,7.7,6,1,,,,,,2012-Nov-2-5,2-5
24-11-12,2012,Nov,Nov,Kawuwa Near,2,5,,Hp,6,7.5,6,2,,,,,,2012-Nov-2-5,2-5
24-11-12,2012,Nov,Nov,Kawuwa Near,2,5,,Hp,6,8,6.4,2,,,,,,2012-Nov-2-5,2-5
24-11-12,2012,Nov,Nov,Kawuwa Near,2,5,,Hp,6,7.8,6.2,2,,,,,,2012-Nov-2-5,2-5
24-11-12,2012,Nov,Nov,Kawuwa Near,2,5,,Hp,6,8,6.6,2,,,,,,2012-Nov-2-5,2-5
24-11-12,2012,Nov,Nov,Kawuwa Near,2,5,,Hp,6,8.5,6.9,1,,,,,,2012-Nov-2-5,2-5
24-11-12,2012,Nov,Nov,Kawuwa Near,2,5,,Hp,6,8,6.5,1,,,,,,2012-Nov-2-5,2-5
24-11-12,2012,Nov,Nov,Kawuwa Near,2,5,,Hp,6,8.6,6.3,1,,,,,,2012-Nov-2-5,2-5
24-11-12,2012,Nov,Nov,Kawuwa Near,2,5,,Hp,6,8.5,6.4,1,,,,,,2012-Nov-2-5,2-5
24-11-12,2012,Nov,Nov,Kawuwa Near,2,5,,Hp,6,8,6.2,1,,,,,,2012-Nov-2-5,2-5
24-11-12,2012,Nov,Nov,Kawuwa Near,2,5,,Hp,6,8.3,6.6,1,,,,,,2012-Nov-2-5,2-5
24-11-12,2012,Nov,Nov,Kawuwa Near,2,5,,Hp,6,8,6.5,2,,,,,,2012-Nov-2-5,2-5
24-11-12,2012,Nov,Nov,Kawuwa Near,2,5,,Hp,6,8,6.5,1,,,,,,2012-Nov-2-5,2-5
24-11-12,2012,Nov,Nov,Kawuwa Near,2,5,,Hp,6,8.5,6,1,,,,,,2012-Nov-2-5,2-5
24-11-12,2012,Nov,Nov,Kawuwa Near,2,5,,Hp,6,7.5,5.6,2,,,,,,2012-Nov-2-5,2-5
24-11-12,2012,Nov,Nov,Kawuwa Near,2,5,,Hp,6,7.2,6,2,,,,,,2012-Nov-2-5,2-5
24-11-12,2012,Nov,Nov,Kawuwa Near,2,5,,Hp,6,7.6,6.7,2,,,,,,2012-Nov-2-5,2-5
24-11-12,2012,Nov,Nov,Kawuwa Near,2,5,32,Nile Perch,7,10.6,8,0,9.83,1,,,,2012-Nov-2-5,2-5
24-11-12,2012,Nov,Nov,Kawuwa Near,2,5,33,Nile Perch,7,32.5,26.5,1,340,0,1,,,2012-Nov-2-5,2-5
24-11-12,2012,Nov,Nov,Kawuwa Near,2,20,34,Nile Perch,7,21,17.5,2,93.09,0,1,,,2012-Nov-2-20,2-20
24-11-12,2012,Nov,Nov,Kawuwa Near,2,20,,Synodontis,13,17,13.5,,,,,,,2012-Nov-2-20,2-20
24-11-12,2012,Nov,Nov,Kawuwa Near,2,20,,Hp,6,8.4,6.5,1,,,,,,2012-Nov-2-20,2-20
24-11-12,2012,Nov,Nov,Kawuwa Near,2,20,,Hp,6,8.1,6.6,1,,,,,,2012-Nov-2-20,2-20
24-11-12,2012,Nov,Nov,Kawuwa Near,2,20,,Hp,6,8.5,7,1,,,,,,2012-Nov-2-20,2-20
24-11-12,2012,Nov,Nov,Kawuwa Near,2,20,,Hp,6,7.6,6,1,,,,,,2012-Nov-2-20,2-20
24-11-12,2012,Nov,Nov,Kawuwa Near,2,20,,Hp,6,7.9,6.4,1,,,,,,2012-Nov-2-20,2-20
24-11-12,2012,Nov,Nov,Kawuwa Near,2,20,,Hp,6,7.8,6.2,1,,,,,,2012-Nov-2-20,2-20
24-11-12,2012,Nov,Nov,Kawuwa Near,2,20,,Hp,6,7.8,6.4,1,,,,,,2012-Nov-2-20,2-20
24-11-12,2012,Nov,Nov,Kawuwa Near,2,20,,Hp,6,7.8,6.1,1,,,,,,2012-Nov-2-20,2-20
24-11-12,2012,Nov,Nov,Kawuwa Near,2,20,,Hp,6,8.3,6.8,2,,,,,,2012-Nov-2-20,2-20
24-11-12,2012,Nov,Nov,Kawuwa Near,2,20,,Hp,6,7.9,6.4,1,,,,,,2012-Nov-2-20,2-20
24-11-12,2012,Nov,Nov,Kawuwa Near,2,100,,Hp,6,8,6.3,2,,,,,,2012-Nov-2-100,2-100
24-11-12,2012,Nov,Nov,Kawuwa Near,2,100,,Hp,6,,,,,,,,no measurements for Hp,2012-Nov-2-100,2-100
24-11-12,2012,Nov,Nov,Kawuwa Near,2,100,35,Nile Perch,7,20,16.5,1,75.48,0,1,,,2012-Nov-2-100,2-100
